youtube_id,time_start,time_end,label
L1y5WlOQfdQ,3,13,catching or throwing frisbee
L6V5t7B6dIo,26,36,catching or throwing frisbee
lFIpoTRMXAM,15,25,catching or throwing frisbee
LFxi1SvoEKY,44,54,catching or throwing frisbee
lGNgV83fj2s,3,13,catching or throwing frisbee
lhh1Aueft9M,2,12,catching or throwing frisbee
LHxkiVTTTlo,3,13,catching or throwing frisbee
li8aDiDeL54,7,17,catching or throwing frisbee
liaifYVQMBk,56,66,catching or throwing frisbee
lIYow5-GbLQ,50,60,catching or throwing frisbee
lk838-3J0dU,0,10,catching or throwing frisbee
llNOCYTx-x4,25,35,catching or throwing frisbee
LNEmQ-6cVF4,47,57,catching or throwing frisbee
LNv4RruKNQ4,4,14,catching or throwing frisbee
lOpXJRQ6WYs,37,47,catching or throwing frisbee
lpDSM2SVsio,118,128,catching or throwing frisbee
LRD1xjAE9l8,1,11,catching or throwing frisbee
LRddN_4_DCE,25,35,catching or throwing frisbee
lSXFRLZINys,22,32,catching or throwing frisbee
LUQNxctOoYg,16,26,catching or throwing frisbee
lUS_47Jo6O0,4,14,catching or throwing frisbee
Lwscuin0G1Y,2,12,catching or throwing frisbee
LX--nwdCY8E,0,10,catching or throwing frisbee
LXi_KxZtMe8,4,14,catching or throwing frisbee
LZFcRhcxD30,0,10,catching or throwing frisbee
lZU1nEZE08Y,7,17,catching or throwing frisbee
m6MBksrHMJE,4,14,catching or throwing frisbee
M9R9FKofUAw,0,10,catching or throwing frisbee
MAGQFuRPzjM,10,20,catching or throwing frisbee
MctUYIGgKi0,39,49,catching or throwing frisbee
Mf1CsONPYpc,28,38,catching or throwing frisbee
mFDDWYRo46o,42,52,catching or throwing frisbee
mj9NnEzeLS8,9,19,catching or throwing frisbee
MJA9EKyZ1Ww,1,11,catching or throwing frisbee
mkj-4lOAU3M,0,10,catching or throwing frisbee
mKW0ZdyFaBo,128,138,catching or throwing frisbee
mMdPp3_533I,13,23,catching or throwing frisbee
MnG5Okb-LLE,7,17,catching or throwing frisbee
MNNtGS13sMc,80,90,catching or throwing frisbee
Mogmr_f1YPI,3,13,catching or throwing frisbee
Mpf6Yzf9cRo,2,12,catching or throwing frisbee
mqPQA2lAgYA,3,13,catching or throwing frisbee
mQZv91u6oVc,0,10,catching or throwing frisbee
Mt0v2Q1sqfo,17,27,catching or throwing frisbee
mU_NVczPE_E,34,44,catching or throwing frisbee
MvbAtYCHG08,29,39,catching or throwing frisbee
MVOIyNhx3q0,13,23,catching or throwing frisbee
MWOQJ4SYPS4,18,28,catching or throwing frisbee
MwxLoLvDpII,1,11,catching or throwing frisbee
myHt_PzNXCU,15,25,catching or throwing frisbee
mYvKZKsUptE,66,76,catching or throwing frisbee
mZLBvbeDh7w,3,13,catching or throwing frisbee
m__flZZIW-I,1,11,catching or throwing frisbee
n-sMOjMXVSA,99,109,catching or throwing frisbee
N2RqAeO86Ng,223,233,catching or throwing frisbee
n3GXZI93tGg,2,12,catching or throwing frisbee
n3MV1ob0AxA,2,12,catching or throwing frisbee
N5b29DD4Y6k,2,12,catching or throwing frisbee
nAI8H5jz50Y,39,49,catching or throwing frisbee
NB--yChXCu0,0,10,catching or throwing frisbee
NBOIsmEsI8k,78,88,catching or throwing frisbee
NFfg4iqCcfE,110,120,catching or throwing frisbee
nH4cPT77pes,98,108,catching or throwing frisbee
nikVYm1Il78,53,63,catching or throwing frisbee
nitEqucGhG8,0,10,catching or throwing frisbee
NJ4XzL1Csoo,41,51,catching or throwing frisbee
Njcw1kJ3WmY,3,13,catching or throwing frisbee
nK_MaaCPVuk,57,67,catching or throwing frisbee
NM3tVxL4Q70,273,283,catching or throwing frisbee
nmMILLkI07c,3,13,catching or throwing frisbee
nOkxNuIIYMA,0,10,catching or throwing frisbee
NOSkcTAAQgU,3,13,catching or throwing frisbee
noXQ3vLzj08,3,13,catching or throwing frisbee
np3h8rNwXfk,251,261,catching or throwing frisbee
Nqn48HfwERg,90,100,catching or throwing frisbee
nRdjsO4qP64,3,13,catching or throwing frisbee
Nrd_CXlAsvk,190,200,catching or throwing frisbee
NRRv1y30eVs,1,11,catching or throwing frisbee
nS1ohshWkeQ,8,18,catching or throwing frisbee
nSo1G-ArOT4,20,30,catching or throwing frisbee
nUAbp3gk5YU,14,24,catching or throwing frisbee
NvqUvAm34qY,182,192,catching or throwing frisbee
Nx-r4GbBrvw,39,49,catching or throwing frisbee
NxG1gzMdEWQ,4,14,catching or throwing frisbee
nXmCXHyQrpA,12,22,catching or throwing frisbee
NxQBwm_9cvE,10,20,catching or throwing frisbee
NYKIb_7RbgE,14,24,catching or throwing frisbee
NZXjdrMaFQo,8,18,catching or throwing frisbee
o0ESRlc0-Zc,98,108,catching or throwing frisbee
o11katDWCgM,2,12,catching or throwing frisbee
o1YydtlIsXc,2,12,catching or throwing frisbee
o4QiOWUWdBg,11,21,catching or throwing frisbee
O8p4YfE6_DI,25,35,catching or throwing frisbee
oadHECuBJec,3,13,catching or throwing frisbee
OEGwULSbF5A,4,14,catching or throwing frisbee
oGuFMNST59Q,2,12,catching or throwing frisbee
oHk5GTAclGQ,55,65,catching or throwing frisbee
OiGSvELhB94,109,119,catching or throwing frisbee
oIR-RU11v5o,30,40,catching or throwing frisbee
Ok2M32ra1e0,40,50,catching or throwing frisbee
OkNu28yRtzY,0,10,catching or throwing frisbee
OLJBH4jtwMU,1,11,catching or throwing frisbee
OLmf6fBSvVs,3,13,catching or throwing frisbee
oncIF7ifEQA,1,11,catching or throwing frisbee
ONvp2IS3yyc,2,12,catching or throwing frisbee
Ooo-kwEZYkc,357,367,catching or throwing frisbee
opCtvUUB_08,3,13,catching or throwing frisbee
OqEScI9QpRY,81,91,catching or throwing frisbee
orobIqsbtuk,4,14,catching or throwing frisbee
oR_6x5NW480,1,11,catching or throwing frisbee
Ot64vNpu4Bo,68,78,catching or throwing frisbee
OtEwgt_CTQY,0,10,catching or throwing frisbee
OTrVIA0GzOc,3,13,catching or throwing frisbee
OtuB-up-Rxw,0,10,catching or throwing frisbee
oT_2NsBu-6U,13,23,catching or throwing frisbee
OUGUO5MKBpE,242,252,catching or throwing frisbee
oUZyXobIMb8,0,10,catching or throwing frisbee
ov0aY3Y4vLw,0,10,catching or throwing frisbee
oZYAA2WzNpQ,7,17,catching or throwing frisbee
O_Rf552blo0,2,12,catching or throwing frisbee
p1uZ5Ueg7x8,13,23,catching or throwing frisbee
P2SmSFSuyZ4,3,13,catching or throwing frisbee
p3wibdrXG5c,23,33,catching or throwing frisbee
p72E7s2UBmA,29,39,catching or throwing frisbee
P8BONm5WvwU,1,11,catching or throwing frisbee
PCTQN-MYMs0,2,12,catching or throwing frisbee
PeoeMQSYG_s,0,10,catching or throwing frisbee
PGCGW8tbDIc,53,63,catching or throwing frisbee
phCIZHwOHP0,0,10,catching or throwing frisbee
pI5akaOS-y8,8,18,catching or throwing frisbee
pIMAYZvpzBc,37,47,catching or throwing frisbee
Piy5UsCuSVs,3,13,catching or throwing frisbee
Pjl1qQukFRw,4,14,catching or throwing frisbee
PJpIaBvjKuU,7,17,catching or throwing frisbee
pkMgMiqM9U4,3,13,catching or throwing frisbee
pLd4daFDJUQ,2,12,catching or throwing frisbee
pLMRr7sU3cM,11,21,catching or throwing frisbee
PN5TojRvcmw,3,13,catching or throwing frisbee
pNw67hgGqqk,12,22,catching or throwing frisbee
po3jzacg1Jw,70,80,catching or throwing frisbee
PoevPMSVYPE,27,37,catching or throwing frisbee
ppvqhwYceCc,0,10,catching or throwing frisbee
Pq3rYx-_11I,141,151,catching or throwing frisbee
pQZfdvZbtZg,0,10,catching or throwing frisbee
pseman1-HWQ,8,18,catching or throwing frisbee
psXwu99Nh3U,91,101,catching or throwing frisbee
pUdN9BOyTEQ,127,137,catching or throwing frisbee
PUKi60EIrk4,116,126,catching or throwing frisbee
PxgTqgVMEXc,0,10,catching or throwing frisbee
pYp1VeH6i8Q,12,22,catching or throwing frisbee
PzII7pRgOhM,10,20,catching or throwing frisbee
Q-Y12ZreZvg,28,38,catching or throwing frisbee
Q1HGKAu4MFM,2,12,catching or throwing frisbee
qbXr7VKxx5A,3,13,catching or throwing frisbee
qELXUcupOAU,2,12,catching or throwing frisbee
QgPiunFC_g4,1,11,catching or throwing frisbee
QjD1GXY5C0g,3,13,catching or throwing frisbee
QJUD9LO9p3k,3,13,catching or throwing frisbee
QLsAOOiv63g,1,11,catching or throwing frisbee
QLvpZes_Fio,0,10,catching or throwing frisbee
QLXxAm7XFOc,257,267,catching or throwing frisbee
QNAUiRii0V0,54,64,catching or throwing frisbee
Qpow8F_zHYw,1,11,catching or throwing frisbee
QppuyDldwEw,10,20,catching or throwing frisbee
qut5P0baUJQ,2,12,catching or throwing frisbee
quvRcL911Rc,2,12,catching or throwing frisbee
QvH4M8LmKrU,45,55,catching or throwing frisbee
qVvviwTB_OA,3,13,catching or throwing frisbee
qwBklo5ckXs,6,16,catching or throwing frisbee
QXKsOdo3OCk,14,24,catching or throwing frisbee
qYh2VGiu02k,11,21,catching or throwing frisbee
r-2RIjDCOf8,3,13,catching or throwing frisbee
R0BizCI3tkQ,105,115,catching or throwing frisbee
R0mmg4jJ89M,17,27,catching or throwing frisbee
r0Q-lWtZGBk,10,20,catching or throwing frisbee
r4HH7HpNRjM,1,11,catching or throwing frisbee
R6fzn4EcxVs,7,17,catching or throwing frisbee
r7aKu5yWpKY,0,10,catching or throwing frisbee
R7E0omsmrt4,18,28,catching or throwing frisbee
r7wskyE0rb0,2,12,catching or throwing frisbee
R9LficE4nnw,0,10,catching or throwing frisbee
RaYSnK57sIc,78,88,catching or throwing frisbee
rGrXzjMnRsM,4,14,catching or throwing frisbee
RIceoOlXxzE,80,90,catching or throwing frisbee
RJ5ktomFRFA,24,34,catching or throwing frisbee
RJtA_kov36E,0,10,catching or throwing frisbee
RK_YUSKV46o,0,10,catching or throwing frisbee
Rm4uaLU2sc4,4,14,catching or throwing frisbee
RO_xuV77yE8,122,132,catching or throwing frisbee
rpZmnJSqIZ4,1,11,catching or throwing frisbee
RQBY-PTuy54,20,30,catching or throwing frisbee
RUFe1h2HVeM,4,14,catching or throwing frisbee
RvozkRtriv4,61,71,catching or throwing frisbee
RwDI4ywnUqQ,0,10,catching or throwing frisbee
rwPwM_g1rHI,15,25,catching or throwing frisbee
RxelPO4-DMQ,53,63,catching or throwing frisbee
Ry1a9l5tgR4,0,10,catching or throwing frisbee
rYNLSckjdks,50,60,catching or throwing frisbee
rYvIVYXM4-4,9,19,catching or throwing frisbee
RyYM6EmenEk,21,31,catching or throwing frisbee
RZUGhTjxSDo,12,22,catching or throwing frisbee
S3NHpI4BQFs,135,145,catching or throwing frisbee
s9NZEYxkgmo,1,11,catching or throwing frisbee
S9TVSJqrKsU,38,48,catching or throwing frisbee
saZawAkEfAo,13,23,catching or throwing frisbee
SDJh_gAf9rA,0,10,catching or throwing frisbee
sdlpyazJxfQ,230,240,catching or throwing frisbee
Sf6ciJL7jUY,58,68,catching or throwing frisbee
sgPrarZM_W8,8,18,catching or throwing frisbee
SJ0HKL5CA6E,4,14,catching or throwing frisbee
sJx_T5E2s3U,6,16,catching or throwing frisbee
slu2qpA6McU,0,10,catching or throwing frisbee
smtQy4xx0R8,32,42,catching or throwing frisbee
sojK6KMkDbM,1,11,catching or throwing frisbee
SpppL2UidIc,4,14,catching or throwing frisbee
SQA6-wPTR9A,0,10,catching or throwing frisbee
SsHxhwePWog,7,17,catching or throwing frisbee
sV1vN5936WE,7,17,catching or throwing frisbee
SviBGV_ulHg,22,32,catching or throwing frisbee
syfWq6mExRE,5,15,catching or throwing frisbee
t0GxDX4Pwig,0,10,catching or throwing frisbee
T1dYAUYLUa4,3,13,catching or throwing frisbee
t1kpRZKbSoM,22,32,catching or throwing frisbee
t46vC6uXtnk,20,30,catching or throwing frisbee
T4JEvJ37EqM,4,14,catching or throwing frisbee
T7ae0-H2eX0,27,37,catching or throwing frisbee
TAFgRAZn4Hs,24,34,catching or throwing frisbee
tBOYFR6b5wc,1,11,catching or throwing frisbee
tBP4Dr6qHQA,42,52,catching or throwing frisbee
TCnuDDd7UqU,12,22,catching or throwing frisbee
tf1GHGfVTVU,4,14,catching or throwing frisbee
tFvI0Xo-vQY,53,63,catching or throwing frisbee
tf_fZRsctKo,3,13,catching or throwing frisbee
tGq46X__RL0,2,12,catching or throwing frisbee
tHbYxSDuy0I,3,13,catching or throwing frisbee
Tigp2Bp_E8k,1,11,catching or throwing frisbee
tILavdsLTxc,15,25,catching or throwing frisbee
tjrcKEzfQ3A,1,11,catching or throwing frisbee
tKGjQ4tBFbk,3,13,catching or throwing frisbee
TLdrkGc335I,0,10,catching or throwing frisbee
tp5Qi-lTpgY,2,12,catching or throwing frisbee
TQy8nlKFAKk,0,10,catching or throwing frisbee
Trm_XZR3dA0,337,347,catching or throwing frisbee
TSPFBcce7IA,3,13,catching or throwing frisbee
ttclAjsJfUw,2,12,catching or throwing frisbee
Tv2ub5zZ-2o,5,15,catching or throwing frisbee
tVsljVrL6YI,16,26,catching or throwing frisbee
Tws39bIzq-Y,0,10,catching or throwing frisbee
tWZQ3tpOzkg,0,10,catching or throwing frisbee
TXasehJ_O8U,108,118,catching or throwing frisbee
Tzm6XSej-Oo,0,10,catching or throwing frisbee
u-Lo15VTeLU,5,15,catching or throwing frisbee
U12SoWZojvc,11,21,catching or throwing frisbee
u6n4jpKXP9o,3,13,catching or throwing frisbee
u760gTJrBlI,22,32,catching or throwing frisbee
U7YOrx1aUro,41,51,catching or throwing frisbee
UBxWnrhkSU8,30,40,catching or throwing frisbee
ucfcJBRMqZU,0,10,catching or throwing frisbee
UdK_T6Wo-vI,25,35,catching or throwing frisbee
Ud_-RFvfvpU,8,18,catching or throwing frisbee
Uf9A4vrbQLI,32,42,catching or throwing frisbee
UfnT_VH2Ctw,19,29,catching or throwing frisbee
uHxIsP9F6cQ,12,22,catching or throwing frisbee
UiaU7yZoTUg,1,11,catching or throwing frisbee
unScpB2xPxE,297,307,catching or throwing frisbee
uNSWA8_WwK8,0,10,catching or throwing frisbee
uPZKodUsDLI,0,10,catching or throwing frisbee
Ure3paeZeKk,1,11,catching or throwing frisbee
us-OlfTQXYQ,1,11,catching or throwing frisbee
uT-n0yx2T00,2,12,catching or throwing frisbee
UUQ-QfhIYqc,2,12,catching or throwing frisbee
UvikZkD9FHA,9,19,catching or throwing frisbee
UvLFRkMEaNI,47,57,catching or throwing frisbee
UwFLiTQ4zRI,3,13,catching or throwing frisbee
UwyuZMIsxIE,16,26,catching or throwing frisbee
uXoPZSFG-dg,1,11,catching or throwing frisbee
UXyotv_M6Ng,3,13,catching or throwing frisbee
UYHcyazDeok,4,14,catching or throwing frisbee
UZeYNzq8M9k,11,21,catching or throwing frisbee
U_2sD7XsUmY,0,10,catching or throwing frisbee
u_myXss9eEI,2,12,catching or throwing frisbee
V-dpIjMglBM,12,22,catching or throwing frisbee
V-mTxq4fXG0,1,11,catching or throwing frisbee
V0CVdATTzOE,18,28,catching or throwing frisbee
V4YFSKD0N3U,5,15,catching or throwing frisbee
v5noADohqDY,1,11,catching or throwing frisbee
v9247ErkEHk,1,11,catching or throwing frisbee
VaOiZZd4TbM,10,20,catching or throwing frisbee
VbpkKntJlSE,5,15,catching or throwing frisbee
VdCTi20-X6c,320,330,catching or throwing frisbee
VDqnoqDS3MQ,0,10,catching or throwing frisbee
Vf2P3ujC4F4,11,21,catching or throwing frisbee
vF8bkbsPzAo,26,36,catching or throwing frisbee
VFEPYrZjqKo,6,16,catching or throwing frisbee
VfWxTkOBIng,106,116,catching or throwing frisbee
VGrb1lKQ_qE,4,14,catching or throwing frisbee
vhiwCdDN8qE,8,18,catching or throwing frisbee
vHmlOvdGb14,1,11,catching or throwing frisbee
VHqCtvDOLnQ,3,13,catching or throwing frisbee
Vl6XE3OPQIQ,0,10,catching or throwing frisbee
vloaDHx3jVQ,7,17,catching or throwing frisbee
vOFSVcCPE1I,3,13,catching or throwing frisbee
VPBn--kzZW4,0,10,catching or throwing frisbee
vRMOY8q5mis,4,14,catching or throwing frisbee
VrOm02cOyyg,18,28,catching or throwing frisbee
VsWda_XYxYE,9,19,catching or throwing frisbee
vt7sbV3xrNE,16,26,catching or throwing frisbee
vTevfq3ul50,0,10,catching or throwing frisbee
vtNpV-KQRMc,1,11,catching or throwing frisbee
VUVZbuPITYY,11,21,catching or throwing frisbee
vVH9w9-aw9U,5,15,catching or throwing frisbee
vvLLBNneRAk,28,38,catching or throwing frisbee
V_MF3Z65v6g,161,171,catching or throwing frisbee
W351glc9Adk,86,96,catching or throwing frisbee
W3VNB6S51Pk,15,25,catching or throwing frisbee
W5TgSO9nKbM,3,13,catching or throwing frisbee
W9RVAC8YQpQ,10,20,catching or throwing frisbee
wbxI6hd2HcA,4,14,catching or throwing frisbee
wd9X49mjPPE,0,10,catching or throwing frisbee
wDKE5BHyCBg,14,24,catching or throwing frisbee
WeOJsqTP8q4,266,276,catching or throwing frisbee
wEORle3ar7c,17,27,catching or throwing frisbee
wfUgbtpzH2M,60,70,catching or throwing frisbee
WgBftzpBifU,45,55,catching or throwing frisbee
wghOR7P8gjk,144,154,catching or throwing frisbee
wLw-j8bG9dM,4,14,catching or throwing frisbee
WMAdXAH9ZJY,2,12,catching or throwing frisbee
wopjp-0ixlE,1,11,catching or throwing frisbee
wpESNG-AWNk,0,10,catching or throwing frisbee
wPyAfu6txjk,3,13,catching or throwing frisbee
WRp5FdUTuHw,71,81,catching or throwing frisbee
WrYnoykyrxw,4,14,catching or throwing frisbee
WUPGYa5e4PE,2,12,catching or throwing frisbee
wwXgHvV4JA4,0,10,catching or throwing frisbee
wyi4zw_dBVo,4,14,catching or throwing frisbee
x-eLRy2bwic,2,12,catching or throwing frisbee
x1H_KSx0JhI,29,39,catching or throwing frisbee
X3fnRLfcNaM,1,11,catching or throwing frisbee
X6LWqtETfJY,0,10,catching or throwing frisbee
x6Ne4I4qJI0,3,13,catching or throwing frisbee
X7D7MCQQsYQ,5,15,catching or throwing frisbee
x8MKFu8xS-U,7,17,catching or throwing frisbee
Xc8d8Vi3S54,0,10,catching or throwing frisbee
XDe0ABRw1gQ,4,14,catching or throwing frisbee
xf4fXaM_0Dg,152,162,catching or throwing frisbee
XfSBQyAQ69s,22,32,catching or throwing frisbee
xgoo_sQ4XgQ,15,25,catching or throwing frisbee
XhtoJUx6fOE,16,26,catching or throwing frisbee
XivRNIgmP-Y,2,12,catching or throwing frisbee
XjBuBIZMZfo,39,49,catching or throwing frisbee
XjisXuqOUi0,105,115,catching or throwing frisbee
xKaVyGwhz_4,4,14,catching or throwing frisbee
xKG_5AL2K1w,96,106,catching or throwing frisbee
XloLxQvQF3w,71,81,catching or throwing frisbee
XLZycXqPM7o,0,10,catching or throwing frisbee
xMnsqQxcRvs,1,11,catching or throwing frisbee
xPEUJQVdNV0,819,829,catching or throwing frisbee
xPW_vuUB9Pw,21,31,catching or throwing frisbee
xRie6jGGYAE,10,20,catching or throwing frisbee
XRotUIt-PBU,39,49,catching or throwing frisbee
xS81DVY_lco,6,16,catching or throwing frisbee
XUfjS4hHf0g,2,12,catching or throwing frisbee
XV_RQb_yNBU,6,16,catching or throwing frisbee
XwsQi5fm37E,9,19,catching or throwing frisbee
xx-o84tX5lo,51,61,catching or throwing frisbee
XXOiWoJHVjA,105,115,catching or throwing frisbee
Xxse_q5YlF4,175,185,catching or throwing frisbee
XxSluo9Ed60,48,58,catching or throwing frisbee
xz54zyMV8PU,2,12,catching or throwing frisbee
XZFSCIdjg-E,9,19,catching or throwing frisbee
Y0xToFi_btY,563,573,catching or throwing frisbee
Y1m8VLvcLfw,35,45,catching or throwing frisbee
Y2E2Qx_19C4,9,19,catching or throwing frisbee
y7Nc1L73s-k,25,35,catching or throwing frisbee
y7yH40dyW4A,1,11,catching or throwing frisbee
Y9uKFImTUao,206,216,catching or throwing frisbee
YAkCaxDkTs0,1,11,catching or throwing frisbee
YARlOA07uhc,74,84,catching or throwing frisbee
yDvCpNUedbM,0,10,catching or throwing frisbee
yDYeZKTlc1U,4,14,catching or throwing frisbee
yGeJb_ByDQ4,1,11,catching or throwing frisbee
Yh8VQYnlF9c,6,16,catching or throwing frisbee
yHMxzt1on-U,33,43,catching or throwing frisbee
yi7277FYUTU,78,88,catching or throwing frisbee
yKF_qGHFTkk,3,13,catching or throwing frisbee
yLsZUImYCIo,2,12,catching or throwing frisbee
ymhEtK9oW8Q,5,15,catching or throwing frisbee
YMoByPcTTvI,6,16,catching or throwing frisbee
Yn1joH2hYMw,60,70,catching or throwing frisbee
YNoQZCEXPKk,10,20,catching or throwing frisbee
Yo0_a_kJaRY,3,13,catching or throwing frisbee
YSFlFkVQiZw,49,59,catching or throwing frisbee
yTP8EX1-b38,2,12,catching or throwing frisbee
YU7NtThO14M,75,85,catching or throwing frisbee
YwcmKqCQWbc,4,14,catching or throwing frisbee
YYfuiD1HI6M,26,36,catching or throwing frisbee
yYpaKJTHX58,3,13,catching or throwing frisbee
Yzfs59IyEjw,2,12,catching or throwing frisbee
Z0MmHxB_B_s,2,12,catching or throwing frisbee
Z3NacaLvbH4,15,25,catching or throwing frisbee
z63sphRHBGQ,20,30,catching or throwing frisbee
Z6AVgHDwwcI,60,70,catching or throwing frisbee
Z7MLjQxGiVs,303,313,catching or throwing frisbee
zAIT39l0eac,5,15,catching or throwing frisbee
zBNBN1JHUo0,52,62,catching or throwing frisbee
ZEAHM59mB3s,94,104,catching or throwing frisbee
ZEwnr7pcKkI,33,43,catching or throwing frisbee
ZG4R3W7K-Eo,2,12,catching or throwing frisbee
ZgLkcKQAWG0,3,13,catching or throwing frisbee
zh0ca5GtA7w,51,61,catching or throwing frisbee
ZhBIQYIy6cw,0,10,catching or throwing frisbee
ZhMvbuXYeTE,34,44,catching or throwing frisbee
ZiNS0pPUaZ0,2,12,catching or throwing frisbee
zJ7TCoG6f88,218,228,catching or throwing frisbee
zjB3ar9NrMA,3,13,catching or throwing frisbee
zmNo1K2q7WQ,43,53,catching or throwing frisbee
zMZB3PTEoOk,6,16,catching or throwing frisbee
zOMtYnNUEzE,81,91,catching or throwing frisbee
zpQ0pq1eJ1Q,153,163,catching or throwing frisbee
zpTOa4oBs3o,22,32,catching or throwing frisbee
ZR2nVoYpM0U,9,19,catching or throwing frisbee
ZR4uPTQh_Bc,0,10,catching or throwing frisbee
ZRdPpDf-XS8,5,15,catching or throwing frisbee
Zrfe3NtiAco,39,49,catching or throwing frisbee
zrSbxwoJm58,0,10,catching or throwing frisbee
ZXBXYfQ2Ajk,0,10,catching or throwing frisbee
Zyqf5HSwSfQ,7,17,catching or throwing frisbee
ZYVquVZlGqY,0,10,catching or throwing frisbee
_7N6JW6pyJE,0,10,catching or throwing frisbee
_9kxjrXouss,30,40,catching or throwing frisbee
_F88IIn66FQ,5,15,catching or throwing frisbee
_g62S76D-b4,138,148,catching or throwing frisbee
_GE9VwtCr1Y,19,29,catching or throwing frisbee
_gmhFEV9Mzk,0,10,catching or throwing frisbee
_h9-PEHXbjA,6,16,catching or throwing frisbee
_LESkHdjB-I,50,60,catching or throwing frisbee
_mAeoCNKeZE,26,36,catching or throwing frisbee
_qhW2TiKoUY,17,27,catching or throwing frisbee
_rXntTWQx5E,6,16,catching or throwing frisbee
_UCu6Yvqxyc,8,18,catching or throwing frisbee
_VcHQuEMKtw,71,81,catching or throwing frisbee
_vH2vjBepGs,4,14,catching or throwing frisbee
_vpQ0Nj3IGs,53,63,catching or throwing frisbee
-31EYtlmnV8,6,16,catching or throwing softball
-aySpzKC0-k,4,14,catching or throwing softball
-sPG6ntwsBk,31,41,catching or throwing softball
-TAD4L8ceww,3,13,catching or throwing softball
-YXeu9rqc90,2,12,catching or throwing softball
0C5ugWQ-hkE,83,93,catching or throwing softball
0djfVqU1N7o,33,43,catching or throwing softball
0EgDnFCBCeo,167,177,catching or throwing softball
0eTmEksJUY0,2,12,catching or throwing softball
0MoMvjxdSZM,5,15,catching or throwing softball
0uHNKkJAA1k,0,10,catching or throwing softball
0zrKKloLfxg,6,16,catching or throwing softball
0_kTqI6MSLo,0,10,catching or throwing softball
13vvvKqgbsk,7,17,catching or throwing softball
1PN66hxf-9A,13,23,catching or throwing softball
1pwt2Dm7Drc,3,13,catching or throwing softball
1Ugv7NV9AoY,3,13,catching or throwing softball
1WobX0iH64I,4,14,catching or throwing softball
1XXsuP3uACM,1,11,catching or throwing softball
1YduRrAWaN0,5,15,catching or throwing softball
1YOLvMd0_rg,18,28,catching or throwing softball
24aLmnb145c,0,10,catching or throwing softball
2HE2os2CeKY,6,16,catching or throwing softball
2J7C4D1AKGU,155,165,catching or throwing softball
2JUBJPGGFpM,4,14,catching or throwing softball
2pGRS_7QbtQ,44,54,catching or throwing softball
2s-PtE2vCoc,3,13,catching or throwing softball
32sk9GPUaMI,4,14,catching or throwing softball
36X3OvRJfX8,9,19,catching or throwing softball
3agBuZIBKHY,2,12,catching or throwing softball
3cxaGvdFYW8,70,80,catching or throwing softball
3D-ncTrLSJY,3,13,catching or throwing softball
3dGPybS6WAE,9,19,catching or throwing softball
3e_BGc2evl8,3,13,catching or throwing softball
3fmVA0IkPMg,2,12,catching or throwing softball
3Fz976ctfBY,2,12,catching or throwing softball
3j31jGicWMQ,2,12,catching or throwing softball
3nV98TgLolo,3,13,catching or throwing softball
3O2aygGa_XY,3,13,catching or throwing softball
3R-1x4pPBBQ,12,22,catching or throwing softball
3TdVeqzsAMA,128,138,catching or throwing softball
3yi7P2J5dJ0,1,11,catching or throwing softball
40jEnsPvjbU,8,18,catching or throwing softball
40XB6AsLtuI,1,11,catching or throwing softball
43OtnBsk8QY,0,10,catching or throwing softball
49Zs3-fcNt0,21,31,catching or throwing softball
4i1b6NQ9NKs,1,11,catching or throwing softball
4sKxUSyVmSc,80,90,catching or throwing softball
4sWFwE09sSg,3,13,catching or throwing softball
4XBkRR3g6Qk,1,11,catching or throwing softball
4ya1g9uUR_U,0,10,catching or throwing softball
4zyRM6Rh7pc,1,11,catching or throwing softball
502UdM3BKXQ,9,19,catching or throwing softball
579fnfMvypA,3,13,catching or throwing softball
58MpAOdBksI,145,155,catching or throwing softball
5bk6KCxky84,1,11,catching or throwing softball
5e-zR4-JokQ,5,15,catching or throwing softball
5FDj71IerPo,13,23,catching or throwing softball
5G5SK1bdYbU,3,13,catching or throwing softball
5Hi6MMql06Q,12,22,catching or throwing softball
5jRxnPi_dVI,2,12,catching or throwing softball
5KaZnfME6no,4,14,catching or throwing softball
5KPs8zKLKtA,15,25,catching or throwing softball
5McDRMdJnfU,104,114,catching or throwing softball
5NHLtJzAl-I,40,50,catching or throwing softball
5WOaCV-Wlyo,2,12,catching or throwing softball
5x5egZZpZzY,35,45,catching or throwing softball
5YnChJFwYRQ,22,32,catching or throwing softball
5ZRs1-WxgJw,29,39,catching or throwing softball
6A3aYUfRrpU,3,13,catching or throwing softball
6gaq60Tr_L8,26,36,catching or throwing softball
6hs8yvIEbcA,7,17,catching or throwing softball
6WDNmf8ljgc,4,14,catching or throwing softball
6wTPXHWt_1Y,0,10,catching or throwing softball
6Zao5oe6yRw,0,10,catching or throwing softball
78zFFPH4sZk,15,25,catching or throwing softball
7aoHXKKdnvA,6,16,catching or throwing softball
7AYydpVmYQM,0,10,catching or throwing softball
7BAGCXoC_no,63,73,catching or throwing softball
7CpmwFl5IUY,121,131,catching or throwing softball
7ewwwg41Q0M,3,13,catching or throwing softball
7FHlXI7xZf8,9,19,catching or throwing softball
7FzgUknvt_0,1,11,catching or throwing softball
7gqWosRIAq4,3,13,catching or throwing softball
7kpbaHl_5wo,7,17,catching or throwing softball
7limqU2e3Eg,0,10,catching or throwing softball
7MrOP8hpL9g,1,11,catching or throwing softball
